Description,UNSPSC
iron rod,30100000
steel rod,30100000
stainless steel rod,30100000
aluminum rod,30100000
magnesium rod,30100000
titanium rod,30100000
rod,30100000
brass rod,30100000
bronze rod,30100000
zinc rod,30100000
tin rod,30100000
lead rod,30100000
plastic rod,30100000
rubber rod,30100000
nickel rod,30100000
steel rail,30100000
aluminum rail,30100000
metal rail,30100000
wooden rail,30100000
aluminum honeycomb core,30100000
magnesium honeycomb core,30100000
foam honeycomb core,30100000
plastic honeycomb core,30100000
wooden honeycomb core,30100000
ferrous metal honeycomb core,30100000
bronze honeycomb core,30100000
honeycomb core,30100000
steel honeycomb core,30100000
lead honeycomb core,30100000
zinc honeycomb core,30100000
titanium honeycomb core,30100000
brass honeycomb core,30100000
non ferrous metal honeycomb core,30100000
 metal honeycomb core,30100000
wood beam,30100000
wood composite beam,30100000
frame lumber,30100000
wood sheathe sheet,30100000
wood plank,30100000
wood truss,30100000
wood joist,30100000
wooden pole telephone,30100000
brattice board,30100000
crib block,30100000
shovel mat,30100000
railway tie,30100000
precast haydite element,30100000
steel plate joist,30100000
plate girder,30100000
composite framework,30100000
wooden framework,30100000
steel framework,30100000
precast concrete element,30100000
crib block treat,30100000
railway tie untreated,30100000
square timber,30100000
reinforce bar rebar mesh,30100000
preform dike dam element,30100000
stainless steel braid,30100000
alloy fiber,30100000
head shaft,30100000
round hollow structural section hs,30100000
square hollow structural section hs,30100000
rectangular hollow structural section hs,30100000
concrete armor unit,30130000
autoclave lightweight aerate concrete block,30130000
rubber block,30130000
reinforce concrete build culvert block,30130000
insulate fire brick,30130000
stone tile flagstone,30130000
concrete tile flagstone,30130000
ceramic tile flagstone,30130000
head stone,30130000
metal tile flagstone,30130000
weather strip,30140000
foam insulation,30140000
thermal insulation sleeving,30140000
fiber insulation,30140000
door sweep,30140000
window film,30140000
thermal insulation kit,30140000
thermal insulating brick,30140000
expand polystyrene eps insulation,30140000
extrude polystyrene xps insulation,30140000
mineral wool insulation,30140000
acoustical insulation,30140000
heat shield,30140000
spray coat insulation,30140000
fireproof material,30140000
asphalt board seal layer,30140000
plastic seal layer,30140000
rubber seal layer,30140000
roll roofing,30150000
roof valley,30150000
roof fabric,30150000
roof membrane,30150000
shake,30150000
shingle,30150000
rubber support block,30150000
slate roofing,30150000
concrete roofing tile,30150000
brick roof tile,30150000
ceramic roof tile,30150000
metal roof tile,30150000
wooden roof tile,30150000
polypropylene roof tile,30150000
roof fascia,30150000
flashing,30150000
gravel stop,30150000
roofing drain,30150000
roof vent,30150000
soffit,30150000
roof curb,30150000
hip ridge,30150000
downspouts,30150000
drip cap,30150000
gutter,30150000
splashblocks,30150000
shutter,30150000
side,30150000
side butt joint,30150000
stucco,30150000
glass curtainwalling,30150000
exterior trim material,30150000
brick mould,30150000
awning,30150000
canopy,30150000
metal fencing,30150000
wood fencing,30150000
fibrocement fencing,30150000
shot steel,30150000
wallboard,30160000
wallpaper,30160000
drywall,30160000
corner guard,30160000
wallpaper roller,30160000
gypsum board,30160000
plastic wall cover,30160000
wall fabric,30160000
acoustic ceiling tile,30160000
ceiling panel,30160000
coffer,30160000
suspend ceiling system,30160000
carpeting,30160000
wood flooring,30160000
linoleum,30160000
rubber flooring,30160000
stone tile floor,30160000
vinyl flooring,30160000
knot carpeting,30160000
tufted carpeting,30160000
laminate flooring,30160000
outdoor carpeting,30160000
flooring joist,30160000
carpet pad,30160000
cork flooring,30160000
duckboard,30160000
access flooring,30160000
non skid steel flooring,30160000
carpet rug underlay,30160000
floor panel,30160000
floor threshold,30160000
stoneplastic composite flooring,30160000
cabinet,30160000
domestic cupboard,30160000
school cupboard,30160000
laboratory cupboard,30160000
wardrobe,30160000
drawer,30160000
drawer slide,30160000
bumper pad,30160000
louver,30160000
column,30160000
wainscoting,30160000
cornice,30160000
door surround,30160000
mold,30160000
stair part,30160000
high pressure laminate,30160000
specialty laminate,30160000
metal laminate,30160000
edgebanding laminate,30160000
rigid thermal foil rtf,30160000
laminate countertop,30160000
culture marble countertop,30160000
solid surface countertop,30160000
granite countertop,30160000
lazy susan hardware assembly,30160000
spice rack drawer insert,30160000
pull waste basket hardware assembly,30160000
pantry hardware assembly,30160000
tilt tray hardware assembly,30160000
door mount slide towel hardware assembly,30160000
pull tip hamper hardware assembly,30160000
bread box lid assembly,30160000
stemware rack,30160000
roll tray,30160000
slide storage bin assembly,30160000
fold wall,30160000
screen wall cubicle,30160000
interior wall system,30160000
cold storage wall,30160000
glass door,30170000
screen door,30170000
roll door,30170000
wooden door,30170000
metal door,30170000
storm door,30170000
door frame,30170000
pocket door,30170000
revolve door,30170000
automatic door,30170000
swing door,30170000
door opener,30170000
kick plate,30170000
door closer,30170000
inspection door,30170000
sound proof door,30170000
blem door,30170000
blast proof door,30170000
door window loop,30170000
water tight door,30170000
air tight door,30170000
fire door,30170000
shield door,30170000
pressure door,30170000
fold door,30170000
melamine door,30170000
double hung window,30170000
single hung window,30170000
casement window,30170000
horizontal slider window,30170000
tilt transom window,30170000
fix window,30170000
bay window,30170000
bow window,30170000
project window,30170000
window wall,30170000
window screen,30170000
french window,30170000
double pan window,30170000
pave block,30170000
bevel glass,30170000
leaded glass,30170000
laminate glass,30170000
tempered glass,30170000
safety glass,30170000
float glass,30170000
wired glass,30170000
insulate glass,30170000
corrugate glass,30170000
cathedral glass,30170000
fix skylight,30170000
vent skylight,30170000
tube skylight,30170000
smoke lid,30170000
double hung window frame,30170000
single hung window frame,30170000
casement window frame,30170000
horizontal slider window frame,30170000
tilt transom window frame,30170000
fix window frame,30170000
window sill,30170000
window arch,30170000
single bar gate,30170000
double bar gate,30170000
bathtub,30180000
bidet,30180000
shower,30180000
sink,30180000
toilet,30180000
urinal,30180000
bathtub shower enclosure,30180000
restroom partition,30180000
toilet bowl,30180000
toilet tank cover,30180000
toilet tank,30180000
sauna,30180000
whirlpool tub,30180000
soap dish,30180000
towel bar ring stand hook,30180000
toilet seat,30180000
toilet seat lid,30180000
drain,30180000
robe hook,30180000
shower curtain assembly,30180000
shower rod,30180000
shower caddy,30180000
toilet tissue holder,30180000
toothbrush tumbler holder,30180000
shave razor hook,30180000
bathtub whirlpool apron skirt,30180000
soap dispenser,30180000
spigot,30180000
faucet unit,30180000
shower head,30180000
faucet aerator,30180000
hand hold shower unit,30180000
faucet handle,30180000
combination fix hand hold shower head,30180000
whirlpool jet,30180000
spout,30180000
couple pipe valve hose,40170000
hand shower repair kit,30180000
faucet trim,30180000
faucet repair kit,30180000
body spray head,30180000
ladder,30190000
scaffold,30190000
step stool,30190000
platform step ladder,30190000
combination ladder,30190000
roof ladder,30190000
fire escape ladder,30190000
fire extinguish ladder,30190000
scaffold handrail,30190000
scaffold stabilizer,30190000
scaffold flooring,30190000
scaffold cross brace,30190000
scaffold frame,30190000
scaffold staircase,30190000
scaffold counterweight,30190000
scaffold corbel,30190000
scaffold trestle,30190000
scaffold davit,30190000
scaffold fixation device,30190000
scaffold wire rope,30190000
ladder platform,30190000
ladder tray,30190000
ladder stay,30190000
construction safety net,30190000
construction safety shelf,30190000
construction shed,30190000
construction trailer,30190000
structural formwork,30190000
structural formwork accessory,30190000
structural spacer,30190000
temporary roadway lining plate,30190000
structural deck plate,30190000
tube frame connector,30240000
anchor plate,30240000
bail ring,30240000
base plate,30240000
cupola,30240000
funicular bell,30240000
gable,30240000
gin pole accessory,30240000
mast section king pole,30240000
side pole,30240000
stake peg,30240000
transom,30240000
steel frame,30240000
structural brace,30240000
structural alignment tool,30240000
grandstand footboard accessory,30240000
stair step,30240000
stringer,30240000
stair riser,30240000
frame beam rail tubing,30240000
portable structure canvas section,30240000
polytetrafluoroethylene membrane structure,30240000
polyvinyl fluoride structure membrane,30240000
combination roof bolt truss,30250000
roof plate,30250000
resin glue capsule cartridge,30250000
expansion shell,30250000
rib mat,30250000
hot roll c brass bar,30260000
hot forge c brass bar,30260000
cold drawn c brass bar,30260000
hot roll c brass sheet,30260000
cold roll c brass sheet,30260000
brass coil,30260000
brass strip,30260000
brass billet,30260000
brass ingot,30260000
extruded magnesium bar,30260000
cold roll magnesium sheet,30260000
magnesium coil,30260000
magnesium strip,30260000
magnesium billet,30260000
magnesium ingot,30260000
cast titanium bar,30260000
hot roll titanium sheet,30260000
titanium coil,30260000
titanium strip,30260000
titanium billet,30260000
titanium ingot,30260000
cold drawn bar,30260000
hot roll bar,30260000
hot roll sheet,30260000
cold roll sheet,30260000
coil,30260000
hot roll strip,30260000
cold roll strip,30260000
billet,30260000
ingot,30260000
hot roll phosphor bronze bar,30260000
cold drawn phosphor bronze bar,30260000
hot roll aluminum bronze bar,30260000
cold drawn aluminum bronze bar,30260000
hot roll silicone bronze bar,30260000
cold drawn silicone bronze bar,30260000
hot roll phosphor bronze sheet,30260000
cold roll phosphor bronze sheet,30260000
hot roll aluminum bronze sheet,30260000
cold roll aluminum bronze sheet,30260000
hot roll aluminum silicone sheet,30260000
cold roll silicone bronze sheet,30260000
bronze coil,30260000
bronze strip,30260000
bronze billet,30260000
bronze ingot,30260000
hot roll zinc bar,30260000
hot roll zinc sheet,30260000
zinc coil,30260000
zinc strip,30260000
zinc billet,30260000
zinc ingot,30260000
tin cold drawn bar,30260000
tin hot roll bar,30260000
tin hot roll sheet,30260000
tin cold roll sheet,30260000
tin coil,30260000
tin strip,30260000
tin ingot,30260000
lead extrude bar,30260000
lead hot roll bar,30260000
lead cold drawn bar,30260000
lead hot roll sheet,30260000
lead cold roll sheet,30260000
lead coil,30260000
lead strip,30260000
lead billet,30260000
lead ingot,30260000
carbon steel sae cold drawn bar,30260000
carbon steel sae hot roll bar,30260000
steel alloy sae cold drawn bar,30260000
steel alloy sae hot roll bar,30260000
tool steel cold drawn bar,30260000
tool steel hot roll bar,30260000
high strength low alloy hsla steel hot roll bar,30260000
carbon steel sae hot roll sheet,30260000
carbon steel sae electro galvanize hot roll sheet,30260000
carbon steel sae hot dip galvanize roll sheet,30260000
